Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
2298,2298,,6,6,30,0.071707,0.083248,930944.269175,0,0,19,0.000411,0,0.133333,2,0.098439
2299,2299,,2,2,30,0.055898,0.060571,0,0,0,20,0.000164,0,1,1,0.019873
2300,2300,,2,2,30,0.055898,0.060571,0,0,0,20,0.000164,0,1,1,0.019873
2301,2301,,1,1,29,0.059199,0.064793,0,0,0,20,0.000093,0,0,0,0.016332
2302,2302,,2,2,28,0.062915,0.070098,1339.946438,0,0,20,0.000147,0,0,0,0.047285
2303,2303,,3,3,33,0.047903,0.051202,14.833333,0,0,20,0.000254,0,0,0,0.02164
2304,2304,,3,3,28,0.064051,0.071858,28613.518362,0,0,20,0.000213,0,0,0,0.055025
2305,2305,,2,2,32,0.054538,0.063079,10644.056988,0,0,32,0.000162,0,0,0,0.019579
2306,2306,,2,2,31,0.059174,0.065622,8942.930928,0,0,32,0.000174,0,0,0,0.016938
2307,2307,,2,2,29,0.061367,0.067494,1016.27735,0,0,4,0.000158,0,0,0,0.024932
2308,2308,,3,3,32,0.060353,0.067042,4067.920395,0,0,19,0.000206,0,0.333333,1,0.04192
2309,2309,,3,3,30,0.068572,0.078504,28780.705616,0,0,19,0.00018,0,0.333333,1,0.087156
2310,2310,,2,2,31,0.056367,0.06595,13400.977344,0,0,32,0.000159,0,0,0,0.023638
2311,2311,,2,2,32,0.057728,0.066238,3230.520635,0,0,32,0.00017,0,0,0,0.019187
2312,2312,,4,4,30,0.070756,0.083038,1388851.327085,0,0,19,0.000269,0,0,0,0.079179
2313,2313,,1,1,31,0.053522,0.057538,0,0,0,20,0.00011,0,0,0,0.007277
2314,2314,,3,3,29,0.06173,0.069005,13550.733834,0,0,32,0.000236,0,0,0,0.043177
2315,2315,,2,2,34,0.055479,0.060674,14811,0,0,19,0.000197,0,0,0,0.014603
2316,2316,,2,2,30,0.062745,0.070576,9442.483333,0,0,32,0.000172,0,0,0,0.01765
2317,2317,,3,3,29,0.066939,0.077071,1118198.779504,0,0,32,0.000226,0,0,0,0.035834
2318,2318,,2,2,32,0.060394,0.067483,1018.969712,0,0,19,0.000137,0,0,0,0.041851
2319,2319,,2,2,29,0.061483,0.06835,13236.093525,0,0,20,0.000162,0,0,0,0.035419
2320,2320,,2,2,29,0.061484,0.068367,15279.575054,0,0,20,0.00016,0,0,0,0.035781
2321,2321,,9,9,28,0.065502,0.074948,76582.752746,0,0,20,0.000629,0,0.027778,1,0.118833
2322,2322,,1,1,29,0.061476,0.0681,0,0,0,20,0.00009,0,0,0,0.028262
2323,2323,,1,1,29,0.061476,0.0681,0,0,0,20,0.00009,0,0,0,0.028262
2324,2324,,1,1,29,0.061476,0.0681,0,0,0,20,0.00009,0,0,0,0.028262
2325,2325,,4,4,32,0.051937,0.056197,221.735173,0,0,20,0.000307,0,0,0,0.0313
2326,2326,,1,1,32,0.060326,0.066306,0,0,0,19,0.00009,0,0,0,0.012667
2327,2327,,7,7,31,0.064218,0.072892,22696.760404,0,0,19,0.000438,0,0.047619,1,0.086807
2328,2328,,4,4,30,0.068579,0.078703,37235.25088,0,0,19,0.00024,0,0.333333,2,0.099484
2329,2329,,3,3,31,0.064198,0.07213,4939,0,0,19,0.000211,0,0.333333,1,0.048221
2330,2330,,2,2,30,0.061065,0.067597,2137.977381,0,0,4,0.000152,0,0,0,0.028399
2331,2331,,2,2,29,0.059896,0.066059,0,0,0,20,0.000149,0,1,1,0.031303
2332,2332,,6,6,32,0.059824,0.067307,12998.454243,0,0,19,0.000375,0,0.133333,2,0.079849
2333,2333,,2,2,32,0.058671,0.064512,0,0,0,19,0.000157,0,1,1,0.031062
2334,2334,,2,2,32,0.053727,0.060122,16976.727174,0,0,32,0.000177,0,0,0,0.014565
2335,2335,,3,3,32,0.054397,0.058969,4741.431493,0,0,20,0.00023,0,0,0,0.026852
2336,2336,,4,4,29,0.059222,0.065482,22199.166667,0,0,20,0.000314,0,0,0,0.038006
2337,2337,,2,2,30,0.061506,0.068306,4676.332084,0,0,32,0.000169,0,0,0,0.01958
2338,2338,,1,1,30,0.055911,0.060617,0,0,0,20,0.000097,0,0,0,0.012141
2339,2339,,2,2,32,0.060368,0.067148,9,0,0,19,0.000145,0,0,0,0.034531
2340,2340,,2,2,33,0.06019,0.067334,4939,0,0,19,0.000193,0,0,0,0.019518
2341,2341,,2,2,31,0.062316,0.0696,0,0,0,19,0.000147,0,1,1,0.054316
2342,2342,,2,2,33,0.060381,0.067726,13603.980986,0,0,19,0.000173,0,0,0,0.021988
2343,2343,,2,2,31,0.070873,0.081824,923263.642857,0,0,10,0.000153,0,0,0,0.032671
2344,2344,,2,2,32,0.070646,0.083256,923008.031822,0,0,10,0.000152,0,0,0,0.037605
2345,2345,,2,2,32,0.056297,0.062268,447.95,0,0,32,0.00018,0,0,0,0.015537
2346,2346,,3,3,31,0.05965,0.067025,9891.67507,0,0,32,0.000252,0,0,0,0.021699
2347,2347,,2,2,29,0.065299,0.073054,15640.404435,0,0,32,0.000164,0,0,0,0.02263
2348,2348,,2,2,32,0.050305,0.053891,2475.333333,0,0,20,0.000179,0,0,0,0.015654
2349,2349,,3,3,31,0.057517,0.062879,15854.664754,0,0,20,0.000229,0,0,0,0.025913
2350,2350,,2,2,30,0.061014,0.067362,20774.331421,0,0,20,0.000154,0,0,0,0.02479
2351,2351,,2,2,32,0.064707,0.073543,196219.586498,0,0,19,0.000165,0,0,0,0.022922
2352,2352,,2,2,32,0.060369,0.067241,20.88254,0,0,19,0.000136,0,0,0,0.043883
2353,2353,,2,2,31,0.062329,0.069981,106.457937,0,0,19,0.000137,0,0,0,0.063652
2354,2354,,3,3,29,0.060207,0.06646,775.301963,0,0,20,0.000215,0,0,0,0.042237
2355,2355,,4,4,32,0.058175,0.068391,41395.181199,0,0,32,0.000293,0,0,0,0.045682
2356,2356,,2,2,31,0.060593,0.066286,0.5,0,0,20,0.000151,0,0,0,0.023853
2357,2357,,4,4,29,0.065489,0.074075,58125.17488,0,0,32,0.000301,0,0,0,0.040625
2358,2358,,2,2,32,0.051934,0.055933,7.333333,0,0,20,0.000162,0,0,0,0.020641
2359,2359,,2,2,30,0.058403,0.064306,2905.239528,0,0,32,0.000173,0,0,0,0.019032
2360,2360,,2,2,34,0.056782,0.062664,14811,0,0,19,0.000197,0,0,0,0.014614
2361,2361,,2,2,33,0.053482,0.062182,221298.336413,0,0,7,0.000164,0,0,0,0.019519
2362,2362,,2,2,33,0.060195,0.067428,19744,0,0,19,0.000182,0,0,0,0.021567
2363,2363,,5,5,32,0.064043,0.073368,85004.929938,0,0,19,0.000396,0,0,0,0.048649
2364,2364,,4,4,31,0.067762,0.078579,272351.696094,0,0,19,0.000286,0,0,0,0.063339
2365,2365,,2,2,33,0.06198,0.07027,41605.681503,0,0,0,0.00017,0,0,0,0.025971
2366,2366,,2,2,30,0.057932,0.063411,8310.426858,0,0,20,0.000171,0,0,0,0.01761
2367,2367,,2,2,30,0.055917,0.060857,12330.833333,0,0,20,0.000174,0,0,0,0.018941
2368,2368,,5,5,31,0.065528,0.074586,74449.184956,0,0,19,0.000331,0,0.1,1,0.067261
2369,2369,,3,3,30,0.069931,0.080341,77194.34962,0,0,19,0.000194,0,0.333333,1,0.076141
2370,2370,,3,3,30,0.064346,0.075878,1119130.065864,0,0,32,0.000219,0,0,0,0.049259
2371,2371,,3,3,31,0.054772,0.05956,5435.575054,0,0,20,0.000234,0,0,0,0.025176
2372,2372,,4,4,28,0.062924,0.070513,21077.946438,0,0,20,0.000293,0,0,0,0.064334
2373,2373,,3,3,33,0.056454,0.062292,70.402381,0,0,19,0.0002,0,0.666667,2,0.051318
2374,2374,,3,3,29,0.059223,0.065408,27116.333333,0,0,20,0.000227,0,0,0,0.033718
2375,2375,,2,2,28,0.062929,0.070334,32012.5,0,0,20,0.00015,0,0,0,0.046275
2376,2376,,3,3,30,0.064498,0.071905,2469.5,0,0,20,0.000207,0,0.333333,1,0.051801
2377,2377,,2,2,32,0.061506,0.068411,0,0,0,19,0.000146,0,1,1,0.030964
2378,2378,,3,3,30,0.055922,0.061086,22200.166667,0,0,20,0.000235,0,0,0,0.027263
2379,2379,,2,2,30,0.055915,0.060796,8.833333,0,0,20,0.000167,0,0,0,0.017528
2380,2380,,2,2,32,0.060369,0.067241,20.88254,0,0,19,0.000136,0,0,0,0.043883
2381,2381,,3,3,31,0.062321,0.06987,12327.2,0,0,19,0.000216,0,0.333333,1,0.066095
2382,2382,,13,13,30,0.066455,0.07695,121616.862917,0,0,19,0.000825,0,0.012821,1,0.190353
2383,2383,,5,5,29,0.071111,0.082514,144330.485287,0,0,19,0.000283,0,0.3,3,0.148852
2384,2384,,2,2,31,0.062376,0.07019,262.730303,0,0,19,0.000142,0,0,0,0.054712
2385,2385,,2,2,31,0.062376,0.07019,262.730303,0,0,19,0.000142,0,0,0,0.054712
2386,2386,,3,3,31,0.052967,0.057337,17268.666667,0,0,20,0.000244,0,0,0,0.024419
2387,2387,,4,4,31,0.057763,0.066804,153625.299306,0,0,32,0.000294,0,0,0,0.045584
2388,2388,,7,7,31,0.064219,0.072935,24036.428632,0,0,19,0.000432,0,0.047619,1,0.089624
2389,2389,,3,3,32,0.061557,0.069251,13078.868423,0,0,19,0.000204,0,0,0,0.047951
2390,2390,,2,2,32,0.058681,0.064516,4185.323906,0,0,19,0.000163,0,0,0,0.019624
2391,2391,,1,1,29,0.058415,0.063661,0,0,0,20,0.000093,0,0,0,0.011777
2392,2392,,5,5,28,0.063677,0.07167,21652.716941,0,0,20,0.000329,0,0.2,2,0.072473
2393,2393,,4,4,27,0.066123,0.075113,51770.638383,0,0,20,0.000262,0,0.166667,1,0.077382
2394,2394,,3,3,28,0.062038,0.069031,4939,0,0,20,0.000221,0,0.333333,1,0.042079
2395,2395,,2,2,31,0.062319,0.069701,9095.907239,0,0,19,0.000153,0,0,0,0.048918
2396,2396,,3,3,33,0.060127,0.068267,11964.652568,0,0,19,0.00023,0,0,0,0.03164
2397,2397,,5,5,32,0.058705,0.065172,12876.229787,0,0,19,0.000359,0,0.1,1,0.054923
2398,2398,,2,2,31,0.062323,0.069853,17652.425025,0,0,19,0.000145,0,0,0,0.0569
2399,2399,,1,1,33,0.05545,0.060273,0,0,0,19,0.000091,0,0,0,0.015359
2400,2400,,1,1,33,0.05545,0.060273,0,0,0,19,0.000091,0,0,0,0.015359
2401,2401,,1,1,34,0.056774,0.062396,0,0,0,19,0.000113,0,0,0,0.007631
2402,2402,,2,2,30,0.064498,0.071804,2468.5,0,0,20,0.000147,0,0,0,0.040394
2403,2403,,2,2,30,0.064498,0.071804,0,0,0,20,0.000141,0,1,1,0.045608
2404,2404,,2,2,31,0.059181,0.065208,1658.919401,0,0,32,0.000175,0,0,0,0.01511
2405,2405,,5,5,29,0.064976,0.073257,19742.418026,0,0,20,0.000319,0,0.2,2,0.084433
2406,2406,,2,2,32,0.054396,0.058817,1756.974982,0,0,20,0.000161,0,0,0,0.020722
2407,2407,,4,4,29,0.059206,0.065248,9879,0,0,20,0.000301,0,0.166667,1,0.038459
2408,2408,,2,2,32,0.050307,0.053952,2472.5,0,0,20,0.000172,0,0,0,0.018175
2409,2409,,7,7,31,0.056371,0.068376,303843.152941,0,0,32,0.00047,0,0.047619,1,0.092956
2410,2410,,1,1,32,0.053363,0.062294,0,0,0,32,0.000087,0,0,0,0.023225
2411,2411,,2,2,31,0.059983,0.068268,20623.28814,0,0,32,0.000162,0,0,0,0.021238
2412,2412,,2,2,32,0.058636,0.069282,9234.190063,0,0,32,0.000162,0,0,0,0.036782
2413,2413,,2,2,35,0.050699,0.057991,3789.57663,0,0,7,0.000163,0,0,0,0.021826
2414,2414,,5,5,34,0.05325,0.062212,280379.069604,0,0,7,0.000372,0,0,0,0.046516
2415,2415,,2,2,33,0.056943,0.062482,18.016667,0,0,19,0.000157,0,0,0,0.020265
2416,2416,,2,2,32,0.058677,0.064637,890.362939,0,0,19,0.00016,0,0,0,0.025026
2417,2417,,2,2,30,0.059969,0.067131,21941.243136,0,0,20,0.000155,0,0,0,0.019875
2418,2418,,3,3,30,0.064563,0.072632,3336.405525,0,0,19,0.000202,0,0,0,0.054261
2419,2419,,2,2,31,0.062321,0.069745,881.629605,0,0,19,0.000146,0,0,0,0.051296
2420,2420,,2,2,32,0.060354,0.066971,23.161111,0,0,19,0.00014,0,0,0,0.033997
2421,2421,,2,2,36,0.049942,0.053594,4939,0,0,19,0.000228,0,0,0,0.011179
2422,2422,,1,1,37,0.047567,0.050569,0,0,0,19,0.000127,0,0,0,0.006245
2423,2423,,2,2,39,0.046637,0.055095,411.902381,0,0,33,0.000173,0,0,0,0.020464
2424,2424,,1,1,31,0.061897,0.071229,0,0,0,21,0.000094,0,0,0,0.01395
2425,2425,,3,3,30,0.06598,0.078314,5850.508812,0,0,21,0.000226,0,0,0,0.056908
2426,2426,,3,3,29,0.06825,0.08349,57777.382685,0,0,25,0.000181,0,0,0,0.114785
2427,2427,,2,2,34,0.05105,0.058947,4,0,0,25,0.000169,0,0,0,0.020517
2428,2428,,3,3,31,0.063406,0.07823,14811,0,0,24,0.000214,0,0.333333,1,0.087
2429,2429,,2,2,31,0.065092,0.081532,18164.994605,0,0,21,0.000132,0,0,0,0.086547
2430,2430,,1,1,32,0.056968,0.06609,0,0,0,25,0.00008,0,0,0,0.03971
2431,2431,,2,2,34,0.053097,0.059829,4939,0,0,24,0.000225,0,0,0,0.011619
2432,2432,,2,2,33,0.056072,0.064344,9876,0,0,24,0.000205,0,0,0,0.015679
2433,2433,,2,2,32,0.059391,0.069562,4939,0,0,24,0.0002,0,0,0,0.018788
2434,2434,,12,12,31,0.06309,0.081952,195924.084715,0,0,26,0.000739,0,0.015152,1,0.269237
2435,2435,,3,3,33,0.055592,0.06764,16518.286821,0,0,25,0.000202,0,0,0,0.055313
2436,2436,,3,3,31,0.063639,0.079882,36776.212046,0,0,24,0.000195,0,0,0,0.111016
2437,2437,,1,1,33,0.058051,0.070668,0,0,0,23,0.000087,0,0,0,0.042373
2438,2438,,1,1,33,0.058051,0.070668,0,0,0,23,0.000087,0,0,0,0.042373
2439,2439,,12,12,32,0.061628,0.079315,47914.156312,0,0,23,0.000805,0,0,0,0.207792
2440,2440,,3,3,32,0.063456,0.077288,39359.363445,0,0,8,0.000228,0,0,0,0.091812
2441,2441,,1,1,34,0.05571,0.065338,0,0,0,26,0.000096,0,0,0,0.018092
2442,2442,,1,1,34,0.05571,0.065338,0,0,0,26,0.000096,0,0,0,0.018092
2443,2443,,5,5,33,0.058996,0.071798,47804.476167,0,0,26,0.000386,0,0,0,0.071723
2444,2444,,5,5,31,0.06197,0.071576,9928,0,0,24,0.000378,0,0.1,1,0.049786
2445,2445,,3,3,30,0.06604,0.077714,54149,0,0,24,0.00023,0,0,0,0.0483
2446,2446,,3,3,31,0.063148,0.075225,12265.681943,0,0,26,0.000234,0,0,0,0.053324
2447,2447,,5,5,31,0.061104,0.072448,32179.644066,0,0,22,0.000297,0,0.2,2,0.091368
2448,2448,,2,2,32,0.059491,0.073412,153.805628,0,0,23,0.000135,0,0,0,0.054808
2449,2449,,3,3,33,0.058106,0.071981,8253.306101,0,0,23,0.000207,0,0,0,0.083102
2450,2450,,5,5,33,0.056949,0.068926,8382.622818,0,0,24,0.000331,0,0.2,2,0.090213
2451,2451,,1,1,34,0.053881,0.062936,0,0,0,24,0.000087,0,0,0,0.020576
2452,2452,,3,3,30,0.065233,0.08014,25190.193085,0,0,23,0.000203,0,0,0,0.085099
2453,2453,,1,1,32,0.059406,0.069713,0,0,0,24,0.000085,0,0,0,0.019945
2454,2454,,4,4,31,0.063158,0.077033,34820.425764,0,0,24,0.000259,0,0,0,0.093497
2455,2455,,4,4,32,0.05907,0.069244,53882.229368,0,0,22,0.000257,0,0.166667,1,0.06222
2456,2456,,3,3,30,0.066875,0.082141,73418.562701,0,0,21,0.000194,0,0.333333,1,0.104487
2457,2457,,6,6,30,0.065013,0.078866,147817.17834,0,0,22,0.000358,0,0.066667,1,0.119374
2458,2458,,9,9,29,0.069444,0.086876,477800.103998,0,0,21,0.000534,0,0.111111,4,0.225541
2459,2459,,6,6,29,0.070415,0.085835,155364.559782,0,0,21,0.000384,0,0.066667,1,0.133186
2460,2460,,1,1,32,0.059394,0.069482,0,0,0,24,0.0001,0,0,0,0.014506
2461,2461,,3,3,31,0.063143,0.076574,29609,0,0,24,0.000246,0,0,0,0.062751
2462,2462,,1,1,31,0.06144,0.071068,0,0,0,23,0.000102,0,0,0,0.010244
2463,2463,,3,3,30,0.065461,0.078097,14273.526327,0,0,23,0.000253,0,0,0,0.032913
2464,2464,,4,4,28,0.072426,0.086611,9877,0,0,21,0.000292,0,0.166667,1,0.060183
2465,2465,,5,5,33,0.056774,0.06812,35685.897369,0,0,24,0.000318,0,0.3,3,0.088479
2466,2466,,1,1,33,0.056763,0.067402,0,0,0,24,0.000083,0,0,0,0.039458
2467,2467,,1,1,33,0.056763,0.067402,0,0,0,24,0.000083,0,0,0,0.039458
2468,2468,,3,3,30,0.064756,0.078081,4939,0,0,25,0.000209,0,0.333333,1,0.073796
2469,2469,,3,3,32,0.059239,0.073303,5411.764929,0,0,23,0.000192,0,0,0,0.071345
2470,2470,,1,1,33,0.056031,0.066436,0,0,0,26,0.000095,0,0,0,0.015305
2471,2471,,3,3,32,0.059356,0.073118,19716,0,0,26,0.000229,0,0,0,0.06798
2472,2472,,3,3,33,0.057323,0.069826,4939,0,0,26,0.000233,0,0.333333,1,0.057688
2473,2473,,3,3,32,0.059697,0.068997,28869.206036,0,0,26,0.000219,0,0,0,0.045343
2474,2474,,7,7,30,0.067693,0.081614,170140.685724,0,0,26,0.000473,0,0.047619,1,0.108574
2475,2475,,5,5,29,0.071906,0.086687,256514.029229,0,0,21,0.000322,0,0.1,1,0.098161
2476,2476,,3,3,31,0.063441,0.074327,21456.21254,0,0,26,0.000218,0,0,0,0.045354
2477,2477,,3,3,31,0.063441,0.074327,21456.21254,0,0,26,0.000218,0,0,0,0.045354
2478,2478,,2,2,33,0.053745,0.063109,0,0,0,25,0.000137,0,1,1,0.046606
2479,2479,,3,3,32,0.059611,0.067947,9877,0,0,21,0.000305,0,0,0,0.019627
2480,2480,,3,3,31,0.063386,0.073822,19747,0,0,21,0.000268,0,0,0,0.027835
2481,2481,,1,1,33,0.056258,0.062844,0,0,0,21,0.000117,0,0,0,0.008456
2482,2482,,1,1,32,0.059609,0.067677,0,0,0,21,0.000106,0,0,0,0.009668
2483,2483,,3,3,31,0.063791,0.07565,14811,0,0,26,0.000226,0,0.333333,1,0.059097
2484,2484,,4,4,33,0.057586,0.068999,59325.5,0,0,22,0.000293,0,0,0,0.05903
2485,2485,,8,8,29,0.066685,0.082901,83833.913752,0,0,25,0.00046,0,0.035714,1,0.177932
2486,2486,,4,4,27,0.075477,0.091636,57076.337572,0,0,21,0.000253,0,0.333333,2,0.086099
2487,2487,,3,3,30,0.066849,0.081845,9876,0,0,21,0.000209,0,0.333333,1,0.100732
2488,2488,,5,5,32,0.061204,0.074925,34416.612547,0,0,24,0.000327,0,0.2,2,0.077828
2489,2489,,7,7,31,0.065063,0.082677,158230.995077,0,0,24,0.000448,0,0.047619,1,0.143951
2490,2490,,6,6,32,0.056837,0.06951,52502.855556,0,0,25,0.000401,0,0,0,0.090608
2491,2491,,1,1,34,0.051408,0.057672,0,0,0,25,0.000116,0,0,0,0.006566
2492,2492,,3,3,33,0.05689,0.06806,11519.277851,0,0,26,0.000228,0,0,0,0.051896
2493,2493,,8,8,32,0.060285,0.074429,46420.978936,0,0,26,0.000575,0,0.035714,1,0.118471
2494,2494,,3,3,31,0.061513,0.075781,18200.641623,0,0,25,0.000168,0,0,0,0.117756
2495,2495,,4,4,33,0.053785,0.063607,14814,0,0,25,0.000359,0,0,0,0.038595
2496,2496,,3,3,30,0.062664,0.075963,19128.584613,0,0,25,0.000179,0,0,0,0.083168
2497,2497,,4,4,32,0.056991,0.066858,23560.66484,0,0,25,0.000311,0,0,0,0.064153
2498,2498,,4,4,33,0.053814,0.064213,12512.627282,0,0,25,0.000277,0,0,0,0.057345
2499,2499,,3,3,30,0.065707,0.080083,4939,0,0,23,0.000202,0,0.333333,1,0.078121
2500,2500,,6,6,34,0.053025,0.0631,14814,0,0,23,0.000418,0,0.2,3,0.090745
2501,2501,,3,3,31,0.062781,0.074104,72480.299019,0,0,26,0.000223,0,0,0,0.055593
2502,2502,,7,7,30,0.066939,0.0809,136311.930796,0,0,26,0.000506,0,0,0,0.08534
2503,2503,,3,3,29,0.0711,0.086097,185706.957015,0,0,21,0.000204,0,0,0,0.067085
2504,2504,,3,3,30,0.066022,0.077474,4939,0,0,24,0.000232,0,0.333333,1,0.050157
2505,2505,,5,5,32,0.061046,0.07477,86493.737211,0,0,22,0.000331,0,0.1,1,0.089584
2506,2506,,3,3,34,0.053341,0.063164,9877,0,0,25,0.000287,0,0,0,0.023402
2507,2507,,1,1,31,0.061214,0.068853,0,0,0,21,0.000108,0,0,0,0.010668
2508,2508,,3,3,30,0.065204,0.075103,9877,0,0,21,0.000275,0,0,0,0.03414
2509,2509,,4,4,33,0.057224,0.067464,17644.218959,0,0,26,0.000335,0,0,0,0.049221
2510,2510,,1,1,34,0.054127,0.061972,0,0,0,26,0.000102,0,0,0,0.01384
2511,2511,,1,1,34,0.054127,0.061972,0,0,0,26,0.000102,0,0,0,0.01384
2512,2512,,1,1,37,0.047751,0.053248,0,0,0,26,0.000115,0,0,0,0.00729
2513,2513,,3,3,32,0.056396,0.06766,7284.834729,0,0,25,0.000185,0,0,0,0.063378
2514,2514,,2,2,32,0.057295,0.067289,0,0,0,25,0.000133,0,1,1,0.061376
2515,2515,,5,5,32,0.057716,0.069173,24110.801519,0,0,25,0.000313,0,0.2,2,0.100853
2516,2516,,3,3,30,0.065204,0.075103,9877,0,0,21,0.000275,0,0,0,0.03414
2517,2517,,1,1,31,0.061214,0.068853,0,0,0,21,0.000108,0,0,0,0.010668
2518,2518,,1,1,31,0.061214,0.068853,0,0,0,21,0.000108,0,0,0,0.010668
2519,2519,,7,7,29,0.069747,0.082803,44093.858314,0,0,21,0.000501,0,0.047619,1,0.097764
2520,2520,,3,3,31,0.060376,0.071883,0,0,0,25,0.000173,0,1,3,0.131066
2521,2521,,5,5,32,0.062558,0.077813,77344.959312,0,0,26,0.000356,0,0,0,0.092792
2522,2522,,8,8,31,0.064966,0.082503,339298.451707,0,0,21,0.000515,0,0.035714,1,0.172118
2523,2523,,1,1,30,0.068427,0.080969,0,0,0,21,0.000088,0,0,0,0.023369
2524,2524,,3,3,31,0.063643,0.080017,38434.582678,0,0,26,0.000185,0,0,0,0.128466
2525,2525,,2,2,30,0.066845,0.081659,0,0,0,21,0.000132,0,1,1,0.09283
2526,2526,,1,1,37,0.047752,0.053299,0,0,0,26,0.000106,0,0,0,0.009872
2527,2527,,6,6,29,0.068772,0.083764,129482.330873,0,0,25,0.000391,0,0.066667,1,0.111976
2528,2528,,6,6,27,0.078773,0.09747,3260935.501059,0,0,21,0.000352,0,0.133333,2,0.132879
2529,2529,,5,5,31,0.062898,0.080675,43846.404643,0,0,23,0.00028,0,0.3,3,0.183986
2530,2530,,8,8,33,0.055988,0.068773,47088.810683,0,0,23,0.000449,0,0.214286,6,0.180355
2531,2531,,4,4,34,0.053026,0.062965,14842.496032,0,0,23,0.000256,0,0.166667,1,0.065845
2532,2532,,2,2,28,0.078031,0.091839,1054768.905265,0,0,21,0.000138,0,0,0,0.031777
2533,2533,,10,10,30,0.064019,0.078764,174659.854581,0,0,25,0.000546,0,0.2,9,0.301144
2534,2534,,6,6,31,0.060775,0.074022,41056.79358,0,0,25,0.000389,0,0.133333,2,0.137408
2535,2535,,1,1,34,0.053427,0.063329,0,0,0,25,0.000096,0,0,0,0.010313
2536,2536,,3,3,33,0.056442,0.069306,27831.822959,0,0,25,0.000233,0,0,0,0.033721
2537,2537,,3,3,30,0.063904,0.075729,5863.631941,0,0,25,0.000199,0,0.333333,1,0.060579
2538,2538,,9,9,29,0.07028,0.089601,305358.284255,0,0,23,0.000493,0,0.083333,3,0.233985
2539,2539,,3,3,28,0.074231,0.09082,231842.664523,0,0,21,0.000181,0,0,0,0.093913
2540,2540,,1,1,35,0.051643,0.058275,0,0,0,24,0.000116,0,0,0,0.008424
2541,2541,,2,2,33,0.057586,0.067797,19744,0,0,24,0.000187,0,0,0,0.020204
2542,2542,,13,13,29,0.068025,0.084584,274125.478576,0,0,25,0.000726,0,0.102564,8,0.375574
2543,2543,,6,6,27,0.078026,0.096974,3436528.366716,0,0,21,0.00036,0,0.2,3,0.150709
2544,2544,,7,7,30,0.065755,0.081225,51961.98649,0,0,23,0.000416,0,0.142857,3,0.145191
2545,2545,,9,9,31,0.063223,0.081714,63380.089593,0,0,23,0.000534,0,0,0,0.193241
2546,2546,,1,1,30,0.06389,0.07527,0,0,0,25,0.000085,0,0,0,0.034754
2547,2547,,1,1,30,0.06389,0.07527,0,0,0,25,0.000085,0,0,0,0.034754
2548,2548,,9,9,29,0.06825,0.08405,62453.842179,0,0,25,0.000577,0,0.055556,2,0.170044
2549,2549,,5,5,28,0.073406,0.089301,178861.265287,0,0,21,0.000326,0,0,0,0.087693
2550,2550,,7,7,30,0.067544,0.084903,84423.165417,0,0,23,0.000419,0,0.047619,1,0.161734
2551,2551,,5,5,29,0.069458,0.086443,155638.681032,0,0,23,0.000287,0,0.1,1,0.147802
2552,2552,,3,3,31,0.06508,0.076955,4992.733333,0,0,26,0.000231,0,0,0,0.052612
2553,2553,,19,19,32,0.059215,0.076228,55402.806414,0,0,23,0.001001,0,0.064327,11,0.535793
2554,2554,,10,10,30,0.066909,0.088956,279601.540261,0,0,23,0.000556,0,0,0,0.349151
2555,2555,,1,1,33,0.056258,0.062844,0,0,0,21,0.000117,0,0,0,0.008456
2556,2556,,3,3,31,0.063716,0.077086,6230.515678,0,0,30,0.000192,0,0.333333,1,0.067773
2557,2557,,3,3,27,0.079115,0.093252,1412145.223851,0,0,21,0.000195,0,0,0,0.04481
2558,2558,,4,4,28,0.074585,0.089339,374160.698328,0,0,21,0.000256,0,0.166667,1,0.085417
2559,2559,,7,7,31,0.064278,0.07864,101896.857107,0,0,26,0.000496,0,0.047619,1,0.11343
2560,2560,,3,3,30,0.066216,0.078529,58562.150976,0,0,24,0.00019,0,0,0,0.067974
2561,2561,,9,9,30,0.065394,0.08274,118845.664853,0,0,25,0.0005,0,0.055556,2,0.235118
2562,2562,,7,7,33,0.060572,0.074761,85344.409502,0,0,8,0.000493,0,0.047619,1,0.112873
2563,2563,,4,4,31,0.062226,0.075061,26802.749542,0,0,23,0.000295,0,0,0,0.040187
2564,2564,,3,3,32,0.057298,0.067348,14813,0,0,25,0.000261,0,0,0,0.039824
2565,2565,,4,4,31,0.06101,0.071374,35086.590957,0,0,21,0.000326,0,0,0,0.040038
2566,2566,,1,1,30,0.062458,0.071003,0,0,0,21,0.000101,0,0,0,0.012078
2567,2567,,3,3,29,0.066618,0.077909,22391.871839,0,0,21,0.00025,0,0,0,0.043939
2568,2568,,1,1,31,0.058779,0.065546,0,0,0,21,0.000118,0,0,0,0.007004
2569,2569,,3,3,29,0.066606,0.077787,19748,0,0,21,0.000265,0,0,0,0.042511
2570,2570,,1,1,31,0.058783,0.065635,0,0,0,21,0.000114,0,0,0,0.009065
2571,2571,,1,1,31,0.058779,0.065546,0,0,0,21,0.000118,0,0,0,0.007004
2572,2572,,3,3,29,0.066606,0.077787,19748,0,0,21,0.000265,0,0,0,0.042511
